,text,expected_label,actual_label,result
0,"You have no idea how street is, you better stop talking!",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you have no idea how street is, you better stop talking!


#### response template:
the segment contains the fallacy of **tu quoque**. this fallacy occurs when the speaker attempts to discredit the listener by implying that they are similarly unqualified or ignorant as the speaker.",False
1,Yes. People who disagree with this statement are obviously brainwashed by Apple and can not argue objectively.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:

**segment:** yes. people who disagree with this statement are obviously brainwashed by apple and can not argue objectively.


**response:**
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the opposing argument rather than addressing the actual argument itself.",True
2,"He is a good charitable person, so yes he does.",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** he is a good charitable person, so yes he does.


#### response template:
the segment contains the fallacy of **hasty generalization**. this fallacy occurs when a conclusion is drawn from a limited or unrepresentative sample of evidence. in this case, the argument assumes that all charitable people will always do what is expected of them, regardless of the individual's specific actions or circumstances.",False
3,"Of course, because then they will not become such an intolerant person as my opponent.",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** of course, because then they will not become such an intolerant person as my opponent.


#### response template:
the segment contains the fallacy of **tu quoque**. this fallacy occurs when the speaker attempts to discredit their opponent by implying that they themselves share the negative trait that they are accusing the opponent of.",False
4,"But think about the children he killed, they were laying in their own blood on the streets, eyes wide open. How can you talk to such a man?",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** but think about the children he killed, they were laying in their own blood on the streets, eyes wide open. how can you talk to such a man?


#### response template:
the segment contains the fallacy of **appeal to pity**. this fallacy occurs when the speaker attempts to influence the audience by evoking emotions of sympathy or compassion for the accused without providing relevant evidence or logical arguments.",False
5,The germans are all criminals anyway after the holocaust,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** the germans are all criminals anyway after the holocaust.


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual argument itself.",True
6,"You are the antichrist, you want to destroy our belief in god.",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you are the antichrist, you want to destroy our belief in god.


#### response template:
the segment contains the fallacy of ad hominem. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual content of the argument.",True
7,You're probably a drug addict yourself.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you're probably a drug addict yourself.


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual argument itself.",True
8,Only people who are really dumb think celebrities get away with more crime.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** only people who are really dumb think celebrities get away with more crime.


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the argument unfairly attacks the intelligence of the person who disagrees rather than addressing the actual issue.",True
9,Anyone who doesn't want censoring must be a pervert.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** anyone who doesn't want censoring must be a pervert.


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the opposing argument rather than addressing the argument itself.",True
10,You are a criminal. So you should exit this discussion.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you are a criminal. so you should exit this discussion.


#### response template:
the segment contains the fallacy of ad hominem. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the argument itself.",True
11,"You have absolutely no idea, you probably never had a newspaper in your hand.",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you have absolutely no idea, you probably never had a newspaper in hand.


#### response template:
the segment contains the fallacy of **tu quoque**. this fallacy occurs when the speaker attempts to discredit the listener by implying that they are ignorant or incompetent in relation to the topic being discussed.",False
12,"Extinction is not natural, you dont know what you are talking about!",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** extinction is not natural, you dont know what you are talking about!


#### response template:
the segment contains the fallacy of **appeal to authority**. this fallacy occurs when someone assumes that something is true simply because an authority figure has said it, without any evidence or reasoning to support the claim.",False
13,"You are one of those liberals with long hair,  right?",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you are one of those liberals with long hair,  right?


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual content of the argument.",True
14,"Everybody who sais, that global warning is no issue is a retard",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** everybody who says that global warming is no issue is a retard


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual content of the argument.",True
15,"Why do you want a university-doctor's title to be shown on their identification-card? You must be one yourself, you egotistic prick ! Does it make you feel respected that we all know your little title?",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** why do you want a university-doctor's title to be shown on their identification-card? you must be one yourself, you egotistic prick ! does it make you feel respected that we all know your little title?


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the speaker attacks the person making the argument rather than addressing the argument itself.",True
16,Have you ever watched a movie? I think you have no idea of movies.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** have you ever watched a movie? i think you have no idea of movies.


#### response template:
the segment contains the fallacy of **tu quoque**. this fallacy occurs when the speaker attempts to discredit the listener by implying that they are ignorant or incompetent in the area being discussed.",False
17,"No, look at all the horrible things he is responsible for! You should not talk with such terrible persons.",ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** no, look at all the horrible things he is responsible for! you should not talk with such terrible persons.


#### response template:
the segment contains the fallacy of **ad hominem**. this fallacy occurs when the arguer attacks the person making the argument rather than addressing the actual content of the argument.",True
18,You’re way too nervous about driving at night so of course you don’t want to drive.,ad hominem,"**rephrased question:**
given the definition of an argument and the list of possible fallacies, identify which fallacy is present in the following segment:


**segment:** you’re way too nervous about driving at night so of course you don’t want to drive.


#### response template:
the segment contains the fallacy of **causal oversimplification**. this fallacy occurs when a complex or nuanced situation is explained in terms of a simple cause-and-effect relationship, ignoring other relevant factors that may influence the outcome.",False
